Hectare,Shift,Date,Age,Primary Fur Color,Running,Chasing,Climbing,Eating,Foraging,Kuks,Quaas,Tail flags,Tail twitches,Approaches,Indifferent,Runs from
32F,AM,10122018,Unknown,Gray,False,False,False,False,True,False,False,False,False,False,False,True
28D,AM,10122018,Adult,Black,False,False,False,True,True,False,False,False,False,False,False,True
10G,AM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,True,False,True,False
39G,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
21E,PM,10122018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
17E,PM,10182018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
14D,AM,10142018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
39F,PM,10062018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,True
10F,PM,10192018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
27A,PM,10062018,Juvenile,Gray,False,False,False,True,True,False,False,False,False,False,True,False
18D,AM,10182018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
06A,AM,10062018,Adult,Gray,False,True,False,True,False,False,False,True,True,False,False,False
04E,PM,10082018,Adult,Gray,True,True,True,False,False,False,False,False,False,False,True,False
27I,PM,10202018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
10A,PM,10142018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
14I,PM,10182018,Adult,Gray,False,False,True,True,False,False,False,False,True,False,True,False
01H,AM,10122018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,False,True
08H,PM,10142018,Juvenile,Gray,False,False,True,False,False,False,False,False,False,False,False,True
30E,AM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,False,True
16A,PM,10192018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
08B,PM,10122018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
08F,PM,10122018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
11E,AM,10132018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
22I,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
37G,PM,10072018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False
15F,AM,10072018,Adult,Cinnamon,False,False,False,True,True,False,False,False,False,False,False,False
13E,AM,10172018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
14D,AM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
07H,AM,10062018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
01H,PM,10132018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
41C,PM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
29B,PM,10102018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
06D,PM,10202018,Juvenile,Gray,False,True,False,False,False,False,False,False,True,False,False,True
15B,PM,10172018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
18I,AM,10172018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
12D,PM,10142018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
26A,PM,10062018,Adult,Gray,False,True,False,False,False,False,False,False,True,False,False,False
32C,PM,10132018,Adult,Gray,False,True,False,False,False,False,False,False,True,False,False,False
35E,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,False,False
14D,PM,10192018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
32B,AM,10172018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,True
38C,AM,10192018,Juvenile,Gray,True,False,False,False,False,False,False,False,False,False,False,True
15G,PM,10192018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
11F,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
10G,PM,10172018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
34D,PM,10072018,Adult,Black,True,False,True,False,False,False,False,False,False,False,False,False
37G,AM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
30B,AM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
07A,AM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,True
20D,AM,10072018,Adult,Gray,True,False,True,True,False,False,False,True,False,False,False,False
32I,AM,10132018,Juvenile,Gray,False,False,True,False,False,False,False,False,False,False,False,False
08C,PM,10132018,Juvenile,Cinnamon,True,False,False,False,False,False,False,False,False,False,True,False
13E,PM,10082018,Adult,Cinnamon,False,False,False,True,True,False,False,False,True,False,False,True
05E,AM,10082018,Adult,Cinnamon,True,False,False,False,False,False,False,False,False,False,True,False
39B,PM,10142018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
32D,PM,10062018,Adult,Gray,False,False,False,True,False,False,False,True,False,False,True,False
21F,AM,10182018,Adult,Gray,False,False,True,False,False,False,False,False,True,False,True,False
33D,PM,10062018,Unknown,Black,True,False,False,True,False,False,False,False,True,False,False,True
08E,PM,10082018,Adult,Gray,False,False,False,True,False,False,False,False,False,True,False,False
33E,PM,10122018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,True
22C,AM,10132018,Adult,Cinnamon,False,False,True,False,True,True,False,True,False,False,False,True
03B,PM,10072018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
40E,AM,10142018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
31G,PM,10072018,Adult,Gray,False,False,False,False,False,False,False,False,True,False,False,False
33E,AM,10142018,Adult,Black,False,False,True,False,False,False,False,False,False,False,False,True
08E,PM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
14D,PM,10192018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
02C,AM,10102018,Adult,Black,False,False,True,False,False,False,False,False,False,False,False,False
01B,AM,10122018,Adult,Cinnamon,True,False,False,False,False,False,False,False,False,False,True,False
38C,PM,10142018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
04I,PM,10072018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
40C,PM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
13H,PM,10102018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
10H,AM,10142018,Unknown,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False
30D,AM,10172018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
12G,PM,10072018,Unknown,Gray,False,False,False,False,True,False,False,False,False,False,True,False
09B,PM,10132018,Juvenile,Cinnamon,False,False,False,True,False,False,False,False,False,False,True,False
36C,PM,10132018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,False
22D,PM,10122018,Adult,Gray,False,False,True,False,False,True,False,False,False,False,False,False
11I,PM,10122018,Adult,Gray,True,False,True,False,True,False,False,False,False,False,False,True
38A,PM,10132018,Adult,Gray,True,False,False,False,True,False,False,False,True,False,False,True
14F,PM,10122018,Adult,Gray,True,False,False,True,True,False,False,False,False,False,True,False
01D,AM,10062018,Adult,Cinnamon,True,False,False,False,True,False,False,False,True,False,True,False
08B,AM,10072018,Adult,Gray,True,False,False,True,False,False,False,False,False,False,True,False
03B,PM,10072018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
22G,PM,10182018,Juvenile,Gray,True,False,False,False,False,False,False,False,False,False,True,False
40G,PM,10132018,Adult,Gray,True,False,False,True,False,False,False,False,False,False,False,True
27I,PM,10202018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,True
22C,PM,10062018,Adult,Gray,True,False,False,False,False,False,True,False,False,False,False,False
01C,PM,10132018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False
08H,PM,10142018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,False
13C,AM,10102018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
41B,PM,10142018,Adult,Gray,False,False,True,False,False,True,False,False,False,False,True,True
07I,PM,10132018,Adult,Gray,False,False,False,True,False,False,False,True,False,False,False,False
31A,AM,10102018,Adult,Gray,False,False,False,True,False,False,False,False,True,False,False,True
35E,PM,10062018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
01D,AM,10062018,Juvenile,Gray,True,False,False,False,False,False,False,False,True,False,False,False
14H,PM,10122018,Adult,Gray,True,False,False,True,False,False,False,False,False,True,False,False
14H,AM,10072018,Juvenile,Gray,False,True,False,False,False,False,False,False,False,False,False,True
08I,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
09B,PM,10132018,Juvenile,Cinnamon,False,False,False,False,True,False,False,False,True,False,True,False
08B,PM,10122018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
09G,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,True
13B,PM,10082018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
31F,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,True,False,False,False,True
21G,AM,10142018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
10G,PM,10172018,Adult,Black,False,False,True,False,False,False,False,False,False,False,False,False
10B,PM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,False,False
09B,PM,10132018,Juvenile,Cinnamon,False,False,False,False,True,False,False,False,True,False,True,False
34H,AM,10072018,Adult,Gray,False,False,False,False,False,True,True,False,False,False,False,False
13H,PM,10102018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
07H,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,False,False
08E,PM,10082018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,False
04A,PM,10072018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
42F,PM,10172018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
33E,AM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
22F,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
05F,AM,10072018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,False
41I,AM,10182018,Juvenile,Gray,True,False,False,False,True,False,False,False,False,False,False,False
13D,PM,10182018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
18I,PM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
09F,PM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
12H,PM,10072018,Unknown,Gray,False,False,False,True,False,False,False,False,False,False,True,False
08F,PM,10122018,Adult,Gray,True,False,False,False,False,False,False,False,True,False,False,False
13E,PM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
10G,AM,10062018,Adult,Gray,False,True,False,False,False,False,True,False,False,False,False,False
21F,AM,10182018,Adult,Gray,False,False,False,True,False,False,False,False,True,False,True,False
09C,AM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
36B,AM,10132018,Unknown,Gray,True,False,False,False,False,False,False,False,False,False,True,False
31E,PM,10062018,Adult,Gray,False,False,False,True,True,False,True,False,False,False,True,False
09C,AM,10062018,Adult,Cinnamon,True,False,False,False,False,False,False,False,False,False,True,False
33I,PM,10062018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
19F,PM,10172018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
06F,PM,10082018,Adult,Cinnamon,False,False,False,False,False,False,False,False,False,False,True,False
29D,AM,10142018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,True,False
42D,PM,10132018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
19G,PM,10172018,Adult,Cinnamon,False,False,True,True,False,False,False,False,True,False,False,False
